OBJECTID,STOP_ID,ROUTE_NAME,DIRECTION,RAPID_BLCK,GOOGLEARTH,STOP_PAD,BENCH,TRASH_BIN,SHELTER,TRNST_SIGN,ST_TRE_INF,RT_ROUTE,CALL_BOX,FARE_KIOSK,BIKE_RACK,ADD_ST_SGN,STOP_LOC,STOP_ZONE,TRAFF_SIG,TR_SIG_LOC,CWALK_LOC,CWALK_MARK,CWALK_SIGN,CWALK_MED,CWALK_EXT,PARK_RESTR,BZONE_BLOC,PZONE_BLOC,FZONE_BLOC,TREE_CLEAR,SWALK_HEAT,LIGHTING,SWALK_MAT,SWLK_COND,LATITUDE,LONGITUDE,TRASH_OWN,NOTES,ROUTE_NUMB,BOARD_DAY,GRVS_DEMO,PAD_SHAPE,PAD_COND,PAD_MAT,ADA_REQ,SLOPE,SHELT_TYPE,SIGN_TYPE,SIGN_HEIGH,SIGN_LT_CL,WALK_WIDTH,PAD_WIDTH,PAD_LENGTH,WARD,Creator,Create_Date,Editor,Last_Editor
32,2416,EASTOWN/WOODLAND,MULTIPLE,YES,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,TREE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9653210003553,-85.6637800004275,NONE, ,"6; 60",9,2,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CURB CUT,NO,OVER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,LESS THAN 5 FEET,LESS THAN 8 FEET,2,Joeverman,1536329743132,Joeverman,1536329743132
33,2431,EASTOWN/WOODLAND,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,TRAFFIC LIGHT,S OR E OF MIDBLOCK,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,TREE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9652059995705,-85.6579510004312,NONE, ,6,35.71428571,3,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
34,2821,EASTOWN/WOODLAND,MULTIPLE,YES,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9666250649448,-85.6702323612772,NONE, ,"6; 13",6.3,1,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
35,3796,ALPINE,MULTIPLE,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,TREE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9748080002825,-85.6873019995478,NONE, ,"9; 18",28.3,2,FULL DEPTH BETWEEN STREET AND SIDEWALK,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
36,4035,ALPINE,SOUTH BOUND,NO,YES,NO,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,NON-MONITIZED PARKING CONFLICT,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,GOOD CONDITION,42.9847449997808,-85.6881480001532,NONE, ,9,47.5,5,NONE,POOR CONDITION,GRASS/DIRT,NO,N/A,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,LESS THAN 5 FEET,LESS THAN 8 FEET,1,Joeverman,1536329743132,Joeverman,1536329743132
37,4046,ALPINE,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,NON-MONITIZED PARKING CONFLICT,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,POOR CONDITION,42.9817119995709,-85.6880720002165,NONE, ,9,47.64285714,5,FULL DEPTH BETWEEN STREET AND SIDEWALK,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
38,4066,ALPINE,MULTIPLE,NO,YES,YES,YES,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9752269996096,-85.6878660001795,NONE, ,"9; 18",79,5,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
39,4481,ALPINE,MULTIPLE,YES,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9620250003242,-85.6741179997051,NONE, ,"9; 11; 12",8.7,2,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
40,4401,CLYDE PARK,NORTH BOUND,NO,YES,YES,YES,NONE,YES,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,PAVER,GOOD CONDITION,42.936618999713,-85.6854170001441,NONE, ,"10; 16",34.6,4,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,PAVERS,YES,UNDER 2%,CUSTOM SHELTER,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
41,4416,CLYDE PARK,NORTH BOUND,NO,YES,YES,YES,AT STOP,YES,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,2 WAY STOP,N OR W OF MIDBLOCK,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9432140002248,-85.6816859998949,THE RAPID, ,"10; 16",29.7,5,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,"STANDARD TOLAR SILVER ""EUROS""",BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
42,4683,PLAINFIELD,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,PEDESTRIAN COUNT DOWN SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9991490003481,-85.6566159999831,NONE, ,11,33.28571429,4,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
43,4721,PLAINFIELD,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9811439998307,-85.6621320003256,NONE, ,11,25.71428571,5,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
44,4771,PLAINFIELD,NORTH BOUND,NO,YES,YES,NO,AT STOP,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,YES,NO,POSTED AS NO PARKING,UTILITY LID/MANHOLE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9630550001002,-85.6734160003497,CITY / MUNICIPAL, ,"11; 22",12,2,FULL DEPTH BETWEEN STREET AND SIDEWALK,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
45,4786,WEST FULTON,WEST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,AREAWAY/HOLLOW WALK,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,POOR CONDITION,42.9633059998346,-85.6748200000948,NONE, ,12,10.41666667,2,FULL DEPTH BETWEEN STREET AND SIDEWALK,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
46,4941,WEST FULTON,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,NON-MONITIZED PARKING CONFLICT,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,POOR CONDITION,42.9637259999567,-85.6975170000519,NONE, ,"12; 50",77.4,4,FULL DEPTH BETWEEN STREET AND SIDEWALK,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
47,4971,WEST FULTON,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,N OR W OF MIDBLOCK,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9632529997409,-85.678658000537,NONE, ,12,12.91666667,2,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
48,4989,MICHIGAN/FULLER NORTH,NORTH BOUND,NO,YES,YES,NO,AT STOP,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,METER PARKING CONFLICT,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,GOOD CONDITION,42.9646000003053,-85.6689990002522,CITY / MUNICIPAL, ,"13, 20",7.33333333,5,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
49,5233,MICHIGAN/FULLER NORTH,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,GOOD CONDITION,42.99648700009,-85.6400530000883,NONE, ,13,26.75,3,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,NO,OVER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
50,5366,EAST FULTON,EAST BOUND,YES,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,N OR W OF MIDBLOCK,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,GOOD CONDITION,42.9630320000638,-85.6632160002439,NONE, ,"14; 15",7.8,3,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
51,5536,EAST FULTON,WEST BOUND,NO,YES,YES,NO,NONE,NO,YES,NO,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,GRASS/DIRT,POOR CONDITION,42.9769210004518,-85.6255799997871,NONE, ,14,32.58333333,4,MISSING SIDEWALK CONNECTION,GOOD CONDITION,CONCRETE,NO,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,LESS THAN 4 FEET,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
52,5586,EAST FULTON,WEST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,GOOD CONDITION,42.9627910002822,-85.6336440005467,NONE, ,14,26,3,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
53,5981,EAST FULTON,WEST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9631540002777,-85.6620860002336,NONE, ,"14; 15",10.5,3,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,NO,OVER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
54,5916,EAST LEONARD,WEST BOUND,NO,INCORRECT,YES,NO,NONE,NO,YES,NO,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9845430000615,-85.6482850003685,NONE,Street is under construction.,15,30.42857143,5,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
55,5953,EAST LEONARD,WEST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,UTILITY LID/MANHOLE,TREE,TREE,BRANCHES BELOW 8 FEET,NO,NO ADJACENT LIGHTING,CONCRETE,GOOD CONDITION,42.9696920004191,-85.6570510001415,NONE, ,15,30.42857143,3,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
56,3191,WEST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,PEDESTRIAN COUNT DOWN SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.984798000287,-85.6778029994052,NONE, ,7,51.35714286,5,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
57,3201,WEST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,TREE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9778179998582,-85.6783749999889,NONE, ,7,29.07142857,5,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
58,3206,WEST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NON-MONITIZED PARKING CONFLICT,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,GOOD CONDITION,42.9735720001008,-85.679648999957,NONE, ,7,4.85714286,2,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
59,7921,WESTSIDE,WEST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,UNMARKED,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.956230000027,-85.6838000005651,NONE, ,18,5.75,1,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
60,7952,WESTSIDE,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,2 WAY STOP,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NON-MONITIZED PARKING CONFLICT,NONE,TREE,TREE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,GOOD CONDITION,42.9749600000125,-85.7129360005856,NONE, ,18,143.41666667,3,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
61,7982,WESTSIDE,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,POOR CONDITION,42.970543000426,-85.6926120002821,NONE, ,18,30.25,5,FULL DEPTH BETWEEN STREET AND SIDEWALK,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
62,7992,WESTSIDE,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,ADJACENT BUSINESS LIGHTING,CONCRETE,POOR CONDITION,42.9592550002273,-85.687546000345,NONE, ,18,40,4,FULL DEPTH BETWEEN STREET AND SIDEWALK,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
63,7996,WESTSIDE,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,GOOD CONDITION,42.9570049997138,-85.683472000089,NONE, ,18,34.83333333,2,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,1,Joeverman,1536329743132,Joeverman,1536329743132
